"PROV","AMP","MAE"
"Rayong","Ban Chang",0.00160439208108007
"Rayong","Ban Khai",0.0130601952688613
"Rayong","Khao Chamao",0.00160439208108007
"Rayong","Klaeng",0.00160439208108007
"Rayong","Mueang Rayong",0.116084581205049
"Rayong","Nikhom Phatthana",0.0123727417117168
"Rayong","Pluak Daeng",0.0998008847236633
"Rayong","Wang Chan",0.00945684787901964
"Roi Et","At Samat",0.0674346354616659
"Roi Et","Changhan",0.0812084280267568
"Roi Et","Chaturaphak Phiman",0.0864022151732332
"Roi Et","Chiang Khwan",0.111554046734243
"Roi Et","Kaset Wisai",0.0740012645044109
"Roi Et","Moei Wadi",0.0835293700749225
"Roi Et","Mueang Roi Et",0.106804878774808
"Roi Et","Mueang Suang",0.0855628423253011
"Roi Et","Nong Hi",0.109321613880721
"Roi Et","Nong Phok",0.149306589040319
"Roi Et","Pathum Rat",0.0822048275308175
"Roi Et","Phanom Phrai",0.0826305784285069
"Roi Et","Pho Chai",0.158512300577601
"Roi Et","Phon Sai",0.048050621056239
"Roi Et","Phon Thong",0.0849342158432478
"Roi Et","Selaphum",0.0959503998294517
"Roi Et","Si Somdet",0.123175054449927
"Roi Et","Suwannaphum",0.105303500186313
"Roi Et","Thawat Buri",0.0806598833758068
"Roi Et","Thung Khao Luang",0.070616632490855
"Sa Kaeo","Aranyaprathet",0.00160439208108007
"Sa Kaeo","Khao Chakan",0.0882617652952599
"Sa Kaeo","Khlong Hat",0.0748792399059642
"Sa Kaeo","Khok Sung",0.00160439208108007
"Sa Kaeo","Mueang Sa Kaeo",0.141592854803259
"Sa Kaeo","Ta Phraya",0.00160439208108007
"Sa Kaeo","Wang Nam Yen",0.00160439208108007
"Sa Kaeo","Wang Sombun",0.0190068822015415
"Sa Kaeo","Watthana Nakhon",0.113334778574929
"Sakon Nakhon","Akat Amnuai",0.00160439208108007
"Sakon Nakhon","Ban Muang",0.0401822416619821
"Sakon Nakhon","Charoen Sin",0.0120426226745952
"Sakon Nakhon","Kham Ta Kla",0.00160439208108007
"Sakon Nakhon","Khok Si Suphan",0.00160439208108007
"Sakon Nakhon","Kusuman",0.00160439208108007
"Sakon Nakhon","Kut Bak",0.0827787098559465
"Sakon Nakhon","Mueang Sakon Nakhon",0.0239924036839892
"Sakon Nakhon","Nikhom Nam Un",0.0571867667815903
"Sakon Nakhon","Phang Khon",0.00160439208108007
"Sakon Nakhon","Phanna Nikhom",0.00160439208108007
"Sakon Nakhon","Phon Na Kaeo",0.00160439208108007
"Sakon Nakhon","Phu Phan",0.0765999379483135
"Sakon Nakhon","Sawang Daen Din",0.0621498853580151
"Sakon Nakhon","Song Dao",0.00160439208108007
"Sakon Nakhon","Tao Ngoi",0.0862504016881272
"Sakon Nakhon","Wanon Niwat",0.0689285509353701
"Sakon Nakhon","Waritchaphum",0.0583099539984357
"Samut Prakan","Bang Bo",0.0067596684382631
"Samut Prakan","Bang Phli",0.0067596684382631
"Samut Prakan","Bang Sao Thong",0.0135193368765262
"Samut Prakan","Mueang Samut Prakan",0.00160439208108007
"Samut Prakan","Phra Pradaeng",0.0067596684382631
"Samut Prakan","Phra Samut Chedi",0.0067596684382631
"Samut Sakhon","Ban Phaeo",0.00160439208108007
"Samut Sakhon","Krathum Baen",0.00160439208108007
"Samut Sakhon","Mueang Samut Sakhon",0.00160439208108007
"Samut Songkhram","Amphawa",0.00160439208108007
"Samut Songkhram","Bang Khonthi",0.0470288357306283
"Samut Songkhram","Mueang Samut Songkhram",0.0940576714612566
"Saraburi","Ban Mo",0.00160439208108007
"Saraburi","Chaloem Phra Kiat",0.00160439208108007
"Saraburi","Don Phut",0.00160439208108007
"Saraburi","Kaeng Khoi",0.00160439208108007
"Saraburi","Muak Lek",0.00160439208108007
"Saraburi","Mueang Saraburi",0.00160439208108007
"Saraburi","Nong Don",0.00160439208108007
"Saraburi","Nong Khae",0.0140745537557173
"Saraburi","Nong Saeng",0.00160439208108007
"Saraburi","Phra Phutthabat",0.0140745537557173
"Saraburi","Sao Hai",0.0140745537557173
"Saraburi","Wang Muang",0.00160439208108007
"Saraburi","Wihan Daeng",0.00160439208108007
"Satun","Khuan Don",0.0951008363203569
"Satun","Khuan Kalong",0.0561885192246209
"Satun","Manang",0.663206625106853
"Satun","Mueang Satun",0.423454588109797
"Satun","Tha Phae",0.00160439208108007
"Satun","Thung Wa",0.447015324820704
"Si Sa Ket","Benchalak",0.0452113495961086
"Si Sa Ket","Bueng Bun",0.0297022809688595
"Si Sa Ket","Huai Thap Than",0.0910382782861844
"Si Sa Ket","Kantharalak",0.0750506719368088
"Si Sa Ket","Kanthararom",0.0893199419085528
"Si Sa Ket","Khukhan",0.348542269701698
"Si Sa Ket","Khun Han",0.150766045166096
"Si Sa Ket","Mueang Chan",0.0669050234944137
"Si Sa Ket","Mueang Si Sa Ket",0.114326994260231
"Si Sa Ket","Nam Kliang",0.141329494830805
"Si Sa Ket","Non Khun",0.0876596014608035
"Si Sa Ket","Phayu",0.0816038508663968
"Si Sa Ket","Pho Si Suwan",0.0965938965375874
"Si Sa Ket","Phrai Bueng",0.0488000009473756
"Si Sa Ket","Phu Sing",0.0743636817325081
"Si Sa Ket","Prang Ku",0.135167107899512
"Si Sa Ket","Rasi Salai",0.0966047457947399
"Si Sa Ket","Si Rattana",0.0909201170910489
"Si Sa Ket","Sila Lat",0.0594059976316566
"Si Sa Ket","Uthumphon Phisai",0.174044291341965
"Si Sa Ket","Wang Hin",0.0782430441157302
"Si Sa Ket","Yang Chum Noi",0.113480245012578
"Sing Buri","Bang Rachan",0.00160439208108007
"Sing Buri","In Buri",0.00160439208108007
"Sing Buri","Khai Bang Rachan",0.00160439208108007
"Sing Buri","Mueang Sing Buri",0.00160439208108007
"Sing Buri","Phrom Buri",0.00160439208108007
"Sing Buri","Tha Chang",0.00160439208108007
"Songkhla","Bang Klam",0.0815316600593367
"Songkhla","Chana",0.0726903918970643
"Songkhla","Hat Yai",0.104300880539374
"Songkhla","Khlong Hoi Khong",0.111725310831699
"Songkhla","Khuan Niang",0.0126617154294651
"Songkhla","Krasae Sin",0.00160439208108007
"Songkhla","Mueang Songkhla",0.0518172473213961
"Songkhla","Na Mom",0.0850355183357615
"Songkhla","Na Thawi",0.106703456644571
"Songkhla","Ranot",0.00633085771473256
"Songkhla","Rattaphum",0.0939161475766646
"Songkhla","Saba Yoi",0.144436147894635
"Songkhla","Sadao",0.169741392230652
"Songkhla","Sathing Phra",0.0151790434663946
"Songkhla","Singhanakhon",0.00633085771473256
"Songkhla","Thepha",0.0908126480698657
"Sukhothai","Ban Dan Lan Hoi",0.00160439208108007
"Sukhothai","Khiri Mat",0.0152769901640626
"Sukhothai","Kong Krailat",0.0176753943616694
"Sukhothai","Mueang Sukhothai",0.00160439208108007
"Sukhothai","Sawankhalok",0.00160439208108007
"Sukhothai","Si Nakhon",0.00160439208108007
"Sukhothai","Si Samrong",0.00160439208108007
"Sukhothai","Si Satchanalai",0.105370434931664
"Sukhothai","Thung Saliam",0.126250726265993
"Suphan Buri","Bang Pla Ma",0.00160439208108007
"Suphan Buri","Dan Chang",0.00160439208108007
"Suphan Buri","Doem Bang Nang Buat",0.00160439208108007
"Suphan Buri","Don Chedi",0.00160439208108007
"Suphan Buri","Mueang Suphan Buri",0.00160439208108007
"Suphan Buri","Nong Ya Sai",0.00160439208108007
"Suphan Buri","Sam Chuk",0.00160439208108007
"Suphan Buri","Si Prachan",0.00160439208108007
"Suphan Buri","Song Phi Nong",0.00160439208108007
"Suphan Buri","U Thong",0.00160439208108007
"Surat Thani","Ban Na Doem",0.110371289384015
"Surat Thani","Ban Na San",0.0949294709216121
"Surat Thani","Ban Ta Khun",0.11371201593299
"Surat Thani","Chai Buri",0.13272462018043
"Surat Thani","Chaiya",0.143415573202864
"Surat Thani","Don Sak",0.16426114670255
"Surat Thani","Kanchanadit",0.181003254024199
"Surat Thani","Khian Sa",0.142388626933098
"Surat Thani","Khiri Rat Nikhom",0.14779831017074
"Surat Thani","Ko Samui",0.0803445926574487
"Surat Thani","Mueang Surat Thani",0.158408376759483
"Surat Thani","Phanom",0.140653478385486
"Surat Thani","Phrasaeng",0.136961972627507
"Surat Thani","Phunphin",0.0977923818375698
"Surat Thani","Tha Chana",0.108686909053474
"Surat Thani","Tha Chang",0.129850260926411
"Surat Thani","Vibhavadi",0.131530355102016
"Surat Thani","Wiang Sa",0.224663351525694
"Surin","Buachet",0.105932152892475
"Surin","Chom Phra",0.0452490263496771
"Surin","Chumphon Buri",0.082674397921343
"Surin","Kap Choeng",0.0825977459649885
"Surin","Lamduan",0.0898607308891687
"Surin","Mueang Surin",0.0602336747815342
"Surin","Non Narai",0.060534477653506
"Surin","Phanom Dong Rak",0.0663738659556422
"Surin","Prasat",0.0789613199637179
"Surin","Rattanaburi",0.0870242502333927
"Surin","Samrong Thap",0.120379597537574
"Surin","Sangkha",0.110642413973357
"Surin","Sanom",0.0782549967142668
"Surin","Si Narong",0.123864652596382
"Surin","Sikhoraphum",0.120528383784287
"Surin","Tha Tum",0.0918520969291141
"Tak","Ban Tak",0.0273156127847995
"Tak","Mae Ramat",0.0273156127847995
"Tak","Mae Sot",0.0409734191771992
"Tak","Mueang Tak",0.00160439208108007
"Tak","Phop Phra",0.00160439208108007
"Tak","Sam Ngao",0.00160439208108007
"Tak","Tha Song Yang",0.0273156127847995
"Tak","Umphang",0.0136578063923997
"Tak","Wang Chao",0.00160439208108007
"Trang","Hat Samran",0.319512057204916
"Trang","Huai Yot",0.196647397439329
"Trang","Kantang",0.243156649678167
"Trang","Mueang Trang",0.187978529860334
"Trang","Na Yong",0.208657386799528
"Trang","Palian",0.197812013508069
"Trang","Ratsada",0.213554131599471
"Trang","Sikao",0.164971744129402
"Trang","Wang Wiset",0.185262274001333
"Trang","Yan Ta Khao",0.179460474876216
"Trat","Bo Rai",0.00160439208108007
"Trat","Khao Saming",0.0395329107528726
"Trat","Khlong Yai",0.00160439208108007
"Trat","Ko Chang",0.00160439208108007
"Trat","Ko Kut",0.00160439208108007
"Trat","Laem Ngop",0.00160439208108007
"Trat","Mueang Trat",0.00160439208108007
"Ubon Ratchathani","Buntharik",0.0752396534060045
"Ubon Ratchathani","Det Udom",0.0667108597455544
"Ubon Ratchathani","Don Mot Daeng",0.0590844704749573
"Ubon Ratchathani","Khemarat",0.0323677980047065
"Ubon Ratchathani","Khong Chiam",0.0987424963915891
"Ubon Ratchathani","Khueang Nai",0.0761759851317171
"Ubon Ratchathani","Kut Khaopun",0.0304794763638215
"Ubon Ratchathani","Lao Suea Kok",0.0669453719344497
"Ubon Ratchathani","Muang Sam Sip",0.118746388234975
"Ubon Ratchathani","Mueang Ubon Ratchathani",0.0840016987331714
"Ubon Ratchathani","Na Chaluai",0.0550593112732367
"Ubon Ratchathani","Na Tan",0.00776163420893929
"Ubon Ratchathani","Na Yia",0.0535921673258087
"Ubon Ratchathani","Nam Khun",0.0644437949193131
"Ubon Ratchathani","Nam Yuen",0.062230803697742
"Ubon Ratchathani","Phibun Mangsahan",0.0634646881501113
"Ubon Ratchathani","Pho Sai",0.0340777369333094
"Ubon Ratchathani","Samrong",0.064632878072305
"Ubon Ratchathani","Sawang Wirawong",0.0510809860530902
"Ubon Ratchathani","Si Mueang Mai",0.0429663364287462
"Ubon Ratchathani","Sirindhorn",0.0437423766727642
"Ubon Ratchathani","Tan Sum",0.063726153263805
"Ubon Ratchathani","Thung Si Udom",0.0200156037780372
"Ubon Ratchathani","Trakan Phuet Phon",0.0812459902225235
"Ubon Ratchathani","Warin Chamrap",0.0515977964590023
"Udon Thani","Ban Dung",0.0141058129847023
"Udon Thani","Ban Phue",0.0217051308767335
"Udon Thani","Chai Wan",0.0422634535301829
"Udon Thani","Ku Kaeo",0.00160439208108007
"Udon Thani","Kumphawapi",0.0100516861473972
"Udon Thani","Kut Chap",0.017028331417929
"Udon Thani","Mueang Udon Thani",0.00246780816529828
"Udon Thani","Na Yung",0.0370572466741908
"Udon Thani","Nam Som",0.0405925651165572
"Udon Thani","Nong Han",0.0060549330982295
"Udon Thani","Nong Saeng",0.028679936954921
"Udon Thani","Nong Wua So",0.026576690883799
"Udon Thani","Phen",0.0215559502720806
"Udon Thani","Phibun Rak",0.00891128770817276
"Udon Thani","Sang Khom",0.00373094359582121
"Udon Thani","Si That",0.0194764706221494
"Udon Thani","Thung Fon",0.00160439208108007
"Udon Thani","Wang Sam Mo",0.0303732010703182
"Uthai Thani","Mueang Uthai Thani",0.0276640631094739
"Uthai Thani","Nong Chang",0.00160439208108007
"Uthai Thani","Nong Khayang",0.00160439208108007
"Uthai Thani","Sawang Arom",0.0276640631094739
"Uthai Thani","Thap Than",0.00160439208108007
"Uttaradit","Ban Khok",0.00160439208108007
"Uttaradit","Fak Tha",0.0430269798804236
"Uttaradit","Laplae",0.0434944211791685
"Uttaradit","Mueang Uttaradit",0.0202197554436597
"Uttaradit","Nam Pat",0.170191370924895
"Uttaradit","Phichai",0.00160439208108007
"Uttaradit","Tha Pla",0.103031691031547
"Uttaradit","Thong Saen Khan",0.0453542606397108
"Uttaradit","Tron",0.00160439208108007
"Yala","Bannang Sata",0.217941775570637
"Yala","Betong",0.0508506465659711
"Yasothon","Kham Khuean Kaeo",0.140398699125354
"Yasothon","Kho Wang",0.157577037109073
"Yasothon","Kut Chum",0.318869188881324
"Yasothon","Loeng Nok Tha",0.111295688583589
"Yasothon","Maha Chana Chai",0.15016426502387
"Yasothon","Mueang Yasothon",0.196559573264869
"Yasothon","Pa Tio",0.128292521292513
"Yasothon","Sai Mun",0.0675602210087761
"Yasothon","Thai Charoen",0.162768967073681
