"temp_mean","temp_variance","YEAR","humi_mean","humi_variance","rain_mean","rain_variance","ndwi_mean","ndwi_variance","ndvi_mean","ndvi_variance","slope_mean","slope_variance","Frequently_Flooded_Area","Occasionally_Flooded_Area","Regularly_Flooded_Area","caseper100k","label","moderate_to_good_drainage","somewhat_poor_drainage","Unknown_drainage","poor_drainage","very_poor_drainage","poor_to_somewhat_poor_drainage","good_drainage","moderate_drainage","AvgHHExp","Avg_incomeHH","PROV","AMP","MONTH","RegAgriHH_PROV_ratio","forest_ratio","REGION_East","REGION_North","REGION_Northeast","REGION_South","REGION_West"
24.832930875,0.00445003978010942,2019,65.255227375,0.00127906001823439,138.1563475,1.50069245279374,-0.234923805913021,0.00136321690084326,0.233505906344488,0.00199533923877894,159.277144160584,401.291119946372,0.278877887788779,0.721122112211221,0,0,"0",0,0,1,0,0,0,0,0,16693.42,20320.06,"Amnat Charoen","Mueang Amnat Charoen",1,0.198407665192185,0.0954458424254239,0,0,1,0,0
24.6349748333333,0.0071305003114722,2019,65.2852436666667,0.00963511668622196,140.897093333333,2.38737141635555,-0.241769077773723,0.00210244982280862,0.305774580687284,0.00507667826557555,174.725587648916,1016.15384451688,0,1,0,0,"0",0,0,1,0,0,0,0,0,16693.42,20320.06,"Amnat Charoen","Chanuman",1,0.198407665192185,0.0954458424254239,0,0,1,0,0
24.8913156666667,0.00292869275755548,2019,65.3445556666667,0.00286731958022186,139.952746666667,0.505959024955566,-0.237461459357291,0.000656853310745813,0.261589650064707,0.00297951543101996,176.791112956811,379.992495771293,0,1,0,0,"0",0,0,1,0,0,0,0,0,16693.42,20320.06,"Amnat Charoen","Pathum Ratchawongsa",1,0.198407665192185,0.0954458424254239,0,0,1,0,0
25.1354563333333,0.00524924342422214,2019,65.0483383333333,0.00831574668155513,145.40428,6.96323909580001,-0.243323203708444,0.000432594351086943,0.23609869075673,0.000432692128371919,136.147306397306,62.5565836535952,0.294685990338164,0.702898550724638,0.00241545893719807,0,"0",0,0,1,0,0,0,0,0,16693.42,20320.06,"Amnat Charoen","Phana",1,0.198407665192185,0.0954458424254239,0,0,1,0,0
24.68512,0.000292809714666645,2019,65.2893116666667,4.40345562221979e-05,138.81157,0.268236742066666,-0.234249743430511,0.000752859720733707,0.235992192574169,0.00386203796801514,169.734659090909,532.433571474691,0.361244019138756,0.638755980861244,0,0.264244076969015,"1",0,0,1,0,0,0,0,0,16693.42,20320.06,"Amnat Charoen","Senangkhanikhom",1,0.198407665192185,0.0954458424254239,0,0,1,0,0
25.00773925,0.0037136365691875,2019,65.00253675,0.00906897154318746,138.868175,2.46580281342501,-0.245795672138532,0.00317233773606097,0.255780392636855,0.00712631180551816,131.635714285714,63.4091326530616,0.343835616438356,0.633561643835616,0.0226027397260274,0,"0",0,0,1,0,0,0,0,0,16693.42,20320.06,"Amnat Charoen","Hua Taphan",1,0.198407665192185,0.0954458424254239,0,0,1,0,0
25.120833,0.00810666136900011,2019,64.9473055,0.0136916911322509,144.401335,10.214384040025,-0.223279594498522,0.000534224744267086,0.21240880121203,0.00122316086291462,135.625485625486,79.5800187035618,0.462707182320442,0.49171270718232,0.0455801104972376,0,"0",0,0,1,0,0,0,0,0,16693.42,20320.06,"Amnat Charoen","Lue Amnat",1,0.198407665192185,0.0954458424254239,0,0,1,0,0
26.843356,0.00134043854400012,2019,67.639932,0.145776585248996,39.729686,33.598902159936,-0.19029521679177,0.00104733602607955,0.275162586394478,0.00262926895398816,6.7303664921466,1.91944436830133,0,0,0,0,"0",0.0722105928720922,0.532813086424743,0,0.394976320703164,0,0,0,0,17010.98,25821.05,"Ang Thong","Wiset Chai Chan",1,0.117348580746208,0,0,0,0,0,0
27.633198,0,2019,62.638946,0,6.4104619,0,-0.0455840619941486,1.66457728613461e-06,0.0685118601212228,2.73855840022122e-05,8.44444444444444,4.09876543209876,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Phra Nakhon",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.270724,0.000507015288999945,2019,66.946334,0.104519010435998,25.917637,8.975578589329,-0.200339832901955,0.00154839151622286,0.258554194370906,0.00161468001663884,3.96782608695652,1.38418223062381,0,0,0,0,"0",0.530262655067279,0,0.197939943251407,0.271797401681314,0,0,0,0,31753.04,39459.36,"Bangkok","Nong Chok",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.6349762218765,0.00614508514670264,2019,62.6221942578521,0.54535081460198,6.35207097019485,6.62592917035351,-0.0529601247896636,4.39648397585758e-05,0.090002352098694,0.000433137860062946,12,5.6,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Bang Rak",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.633198,0,2019,62.638946,5.04870979341448e-29,6.4104619,0,-0.0454922384449759,1.10748645068286e-06,0.0680887162279496,3.22338553819689e-05,10.5833333333333,1.07638888888889,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Pom Prap Sattru Phai",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.3890556811137,0.00177599376976661,2019,65.8703932555307,0.507253443848374,14.2431630127686,36.1084103488786,-0.174547731876373,0.00219191155250291,0.225470948219299,0.00456657147450693,4,1.18900343642612,0,0,0,0,"0",0.500526320172153,0,0.468108507196403,0.0313651726314438,0,0,0,0,31753.04,39459.36,"Bangkok","Min Buri",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.3948438904997,0.00174225433237901,2019,65.3191462235375,0.452593351247743,7.68486608447719,38.6448324710454,-0.14724718613757,0.00157508163130298,0.193703199426333,0.00351804183168541,3.1904,0.880547839999997,0,0,0,0,"0",0,0,0.206827580195826,0.793172419804174,0,0,0,0,31753.04,39459.36,"Bangkok","Lat Krabang",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.6474273797689,0.00455185533235364,2019,62.4971082520768,0.384964801192524,5.85235401355442,4.7790500563136,-0.0552526104143435,0.00297187265385305,0.0731297251905314,0.0118551758502682,6.671875,5.814208984375,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Yan Nawa",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.633198,0,2019,62.638946,0,6.4104619,0,-0.0562262936845311,0.00324979242700599,0.0780086480125452,0.0067480823740419,7.48717948717949,2.40368178829717,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Thon Buri",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.6326844995344,0.0200380497032822,2019,62.6453221962992,3.08956348684822,6.4288246787476,25.6242149634605,-0.14161853474218,0.00281280899581177,0.192613205737256,0.00582846984866444,8.01754385964912,1.77162203755001,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Bangkok Noi",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.5636495219519,0.00243686036256859,2019,63.2344262706355,0.178644700255049,8.64579822108059,2.51733568524096,-0.0858624160223418,0.00340956342992836,0.1034000160663,0.00601195069345483,5.9016393442623,1.99032518140285,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Rat Burana",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.5249106607194,0.0101334010973378,2019,63.9835627593419,1.56241682656343,10.2828175950978,12.9583692961206,-0.153030694610612,0.00433991191772632,0.220700162601921,0.00928432304798432,7.45614035087719,2.10772545398584,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Bang Phlat",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.6986471682782,0.018943084126995,2019,62.2079681123777,3.37832232236878,4.51070232551487,27.5308430240796,-0.0633641439611954,0.000169671847225141,0.093411363473444,0.00035445862543567,7.925,1.069375,0,0,0,0,"0",0,0,0.105546652442777,0.894453347557223,0,0,0,0,31753.04,39459.36,"Bangkok","Din Daeng",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.6564682921775,0.00426288515403281,2019,62.4197281738007,0.37831337333933,5.64634240791076,4.59644975092487,-0.0538955044940156,0.000188400807507137,0.0880041587437884,0.000322387097796627,9.05882352941176,3.52595155709342,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Sathon",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.745823,0,2019,61.577962,0,2.7122291,0,-0.0957943069409544,0.00214060796986926,0.135666589367039,0.00851178529938169,8.06349206349206,9.71025447215923,0,0,0,0,"0",0,0,0.785093717277643,0.214906282722357,0,0,0,0,31753.04,39459.36,"Bangkok","Khlong Toei",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.5837975670092,0.0317183084601699,2019,63.0559725801281,2.06842027881147,7.93227123419326,22.7008626631775,-0.139940041625721,0.00238950379249472,0.21209722673371,0.00630042621146678,6.44545454545455,0.719752066115704,0,0,0,0,"0",0,0,1,0,0,0,0,0,31753.04,39459.36,"Bangkok","Chom Thong",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.518888,0,2019,67.984304,0,16.332548,0,-0.133349593728781,0.000181783138327327,0.183601099997759,0.000919908087603935,5.57954545454545,2.61867252066115,0,0,0,0,"0",0.353694998736144,0,0,0.646305001263856,0,0,0,0,31753.04,39459.36,"Bangkok","Don Mueang",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.509807,0,2019,64.72982,0,11.709812,3.15544362088405e-30,-0.127705737948418,0.000352128673867469,0.184553436934948,0.00238152426132349,5.63725490196078,1.2899846212995,0,0,0,0,"0",0.612808197466079,0,0,0.387191802533921,0,0,0,0,31753.04,39459.36,"Bangkok","Lat Phrao",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.4957981340301,0.0012299887926153,2019,67.7207121884301,3.32595371784946,17.0735233396225,10.474634131892,-0.161658361554146,6.73885927060525e-08,0.226026684045792,7.78757003525588e-05,5.42253521126761,1.2674733849104,0,0,0,0,"0",0.15688473178873,0,0,0.84311526821127,0,0,0,0,31753.04,39459.36,"Bangkok","Sai Mai",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.4537642780267,0.000255338521934107,2019,64.716414987454,0.444841274811622,7.06578043372739,21.8299524403549,-0.136240268081327,0.00124914959587156,0.181429347924973,0.00223086983848959,3.83703703703704,1.55862825788752,0,0,0,0,"0",0.0217339289731604,0,2.3483503607202e-05,0.978242587523232,0,0,0,0,31753.04,39459.36,"Bangkok","Saphan Sung",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.6770020846071,0.0163452573561428,2019,62.4970257615608,2.91502415451078,5.33587280001099,23.755303594882,-0.091786860697913,0.000590282484649163,0.127161041585959,0.000805771252556788,6.15189873417722,1.04021791379587,0,0,0,0,"0",0,0,0,1,0,0,0,0,31753.04,39459.36,"Bangkok","Wang Thonglang",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
27.4072030228087,0.00289887672751282,2019,66.5497913640222,0.91080618987741,16.9707135800052,11.3124524069033,-0.199071574211121,0.000891074083933798,0.257405716180801,0.000961701117182958,4.53284671532847,0.818264158985565,0,0,0,0,"0",0.771280426512423,0,0.033138078372227,0.19558149511535,0,0,0,0,31753.04,39459.36,"Bangkok","Khlong Sam Wa",1,0.00824140915425049,0.00397680473286096,0,0,0,0,0
24.4098118888889,0.00131126298898765,2019,67.3156372222222,0.0246989896283946,112.429097777778,4.48934184346172,-0.294977079635178,0.00529526355311317,0.393455724331683,0.0107618027282773,166.284878747815,246.251687965513,0.218321917808219,0.781678082191781,0,0.235798448917803,"1",0,0,1,0,0,0,0,0,22225.38,22787.29,"Bueng Kan","Mueang Bueng Kan",1,0.157569955504833,0.0698741727019021,0,0,1,0,0
24.3404785,0.000988253532249992,2019,66.90474,0.00938379690000052,117.052065,1.79529181322499,-0.328932237896052,0.00388971560927465,0.375103679570285,0.00777923960105079,163.632664134563,99.7440659897453,0.408388520971302,0.541942604856512,0.0496688741721854,0,"0",0,0,1,0,0,0,0,0,22225.38,22787.29,"Bueng Kan","Phon Charoen",1,0.157569955504833,0.0698741727019021,0,0,1,0,0
24.409517,0.0002589666335,2019,67.0424825,0.01102951247825,114.8728425,1.18598567726875,-0.317529099016655,0.00344091058277188,0.405086711412523,0.00717122980116636,167.050938337802,108.430381157057,0.363095238095238,0.556878306878307,0.080026455026455,0,"0",0,0,1,0,0,0,0,0,22225.38,22787.29,"Bueng Kan","So Phisai",1,0.157569955504833,0.0698741727019021,0,0,1,0,0
24.189881125,0.00533730671160939,2019,66.580612125,0.0373096791053592,123.07775375,8.67778179764844,-0.299781716960881,0.00554240019305803,0.35493569769564,0.0104297452364543,162.797744890768,227.0601029718,0.372353673723537,0.591531755915318,0.0361145703611457,0,"0",0,0,1,0,0,0,0,0,22225.38,22787.29,"Bueng Kan","Seka",1,0.157569955504833,0.0698741727019021,0,0,1,0,0
24.454493816128,0.000377321341571189,2019,67.3270514358264,0.0312987030245065,111.755702514012,3.79666518625897,-0.306172051467001,0.00479990228928528,0.390422969125211,0.00797177267865918,172.182054779559,114.993410850686,0.180451127819549,0.815789473684211,0.0037593984962406,0,"0",0,0,1,0,0,0,0,0,22225.38,22787.29,"Bueng Kan","Pak Khat",1,0.157569955504833,0.0698741727019021,0,0,1,0,0
24.1307368,0.00354601036136009,2019,66.4587078,0.0268303397873602,126.91707,8.24435779239999,-0.300824739784002,0.00507038762506106,0.352718609571457,0.00738675789171494,185.30023980196,3509.21885135221,0,1,0,0,"0",0,0,1,0,0,0,0,0,22225.38,22787.29,"Bueng Kan","Bueng Khong Long",1,0.157569955504833,0.0698741727019021,0,0,1,0,0
24.306197,0.000939744252499972,2019,66.9094275,0.0074056613687494,118.1215725,2.10805754286876,-0.311697924678976,0.002737213137694,0.375986108725721,0.00679650068111337,171.831231231231,503.244189775361,0.0173913043478261,0.982608695652174,0,0,"0",0,0,1,0,0,0,0,0,22225.38,22787.29,"Bueng Kan","Si Wilai",1,0.157569955504833,0.0698741727019021,0,0,1,0,0
